% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",Boundary wall,Building condition satisfactory,MeasureGroup 1 Measures,Color By Measure Value,Show Sheet,Table of Contents,Other Factors Measure Value,Analysis Level Selector,Color By Measure Name,Complete Primary Schools,Country,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,MeasureGroup 2 Measures,No Facility,Number of Records,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
67.69%,0.368932039,32.31%,0.276699029,0.354368932,58.26%,3.67%,18.35%,19.72%,7796,23,Cluster 1,15.79,11,82.31,82.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Balochistan,Gender parity score,76,Pakistan,Sibi,8.13,14,62.12,2.68%,32.06,75.01,82.31,9.065,26.33,62.12,0.00%,1,0.780303030,206,0.219696970,58,4.00%,180398,57,73,Balochistan,64.84,20.19,1009,33.97,264,2015
98.84%,0.174193548,1.16%,0.2,0.625806452,27.33%,0.58%,66.86%,5.23%,29510,23,Cluster 1,17.93,18.62,51.16,51.16,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Balochistan,Gender parity score,27,Pakistan,Washuk,6.9,14,35.4,2.68%,68.97,53.36,51.16,9.065,15.22,35.4,0.00%,1,0.824468085,155,0.175531915,33,4.00%,118171,31,97,Balochistan,21.87,23.31,1009,4.14,188,2015
75.05%,0.152027027,24.95%,0.165540541,0.682432432,15.24%,6.10%,36.89%,41.77%,20297,23,Cluster 1,23.78,31.12,74.95,74.95,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Balochistan,Gender parity score,45,Pakistan,Zhob,8.39,14,58.69,2.68%,41.61,48.35,74.95,9.065,50.09,58.69,0.00%,1,0.848137536,296,0.151862464,53,4.00%,275142,49,202,Balochistan,61.39,22.1,1009,5.59,349,2015
71.24%,0.178082192,28.76%,0.296803653,0.525114155,6.59%,30.23%,18.22%,44.96%,1489,23,Cluster 1,32.42,22.37,78.76,78.76,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Balochistan,Gender parity score,39,Pakistan,Ziarat,1.83,14,62.46,2.68%,19.63,69.44,78.76,9.065,37.65,62.46,0.00%,1,0.829545455,219,0.170454545,45,4.00%,33340,65,115,Balochistan,64,17.63,1009,11.87,264,2015
77.44%,0.908560311,22.56%,0.007782101,0.083657588,17.45%,23.83%,13.26%,20.97%,,23,Cluster 1,61.09,56.02,72.56,72.56,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,467,Pakistan,Bajaur Agency,34.21,14,57.43,2.68%,35.53,59.59,72.56,9.065,34.32,57.43,24.50%,1,0.856666667,514,0.143333333,86,4.00%,,4,43,FATA,63.25,44.47,1009,35.53,600,2015
60.91%,0.917378917,39.09%,0,0.082621083,20.44%,23.40%,28.57%,16.01%,1227,23,Cluster 1,70.14,60.76,89.09,89.09,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,322,Pakistan,FR Bannu,38.19,14,65.9,2.68%,37.15,62.6,89.09,9.065,53.33,65.9,11.58%,1,0.851941748,351,0.148058252,61,4.00%,675667,0,29,FATA,58.56,48.68,1009,37.15,412,2015
100.00%,0.886363636,0.00%,0.015151515,0.098484848,15.79%,26.97%,11.84%,18.42%,,23,Cluster 1,57.8,36.7,46.89,46.89,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,117,Pakistan,FR DI Khan,29.36,14,47.3,2.68%,28.44,70.65,46.89,9.065,42.93,47.3,26.97%,1,0.851612903,132,0.148387097,23,4.00%,,2,13,FATA,28.72,36.15,1009,28.44,155,2015
63.21%,0.945578231,36.79%,0.020408163,0.034013605,15.68%,28.11%,18.38%,21.08%,,23,Cluster 1,82.88,73.87,86.79,86.79,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,139,Pakistan,FR Kohat,29.73,14,39.55,2.68%,34.23,0,86.79,9.065,0,39.55,16.76%,1,0.794594595,147,0.205405405,38,4.00%,,3,5,FATA,71.4,50.99,1009,34.23,185,2015
81.06%,0.979166667,18.94%,0,0.020833333,15.89%,32.71%,10.28%,26.17%,,23,Cluster 1,72.73,57.14,68.94,68.94,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,94,Pakistan,FR Lakki Marwat,38.96,14,42.56,2.68%,28.57,55.12,68.94,9.065,19.39,42.56,14.95%,1,0.834782609,96,0.165217391,19,4.00%,,0,2,FATA,26.78,45.19,1009,28.57,115,2015
81.66%,0.953333333,18.34%,0.013333333,0.033333333,40.00%,6.67%,24.44%,19.44%,,23,Cluster 2,83.05,65.25,68.34,68.34,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,143,Pakistan,FR Peshawar,61.86,14,51.09,2.68%,44.07,73.5,68.34,9.065,12.3,51.09,9.44%,1,0.824175824,150,0.175824176,32,4.00%,,2,5,FATA,50.21,59.66,1009,44.07,182,2015
53.36%,0.830687831,46.64%,0.026455026,0.142857143,26.29%,20.19%,19.72%,22.54%,,23,Cluster 1,76.32,48.68,96.64,96.64,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,157,Pakistan,FR Tank,47.37,14,66.06,2.68%,52.63,70.49,96.64,9.065,49.62,66.06,11.27%,1,0.828947368,189,0.171052632,39,4.00%,,5,27,FATA,47.49,55.53,1009,52.63,228,2015
91.15%,0.913043478,8.85%,0.006211180,0.080745342,41.73%,10.11%,22.43%,14.52%,,23,Cluster 1,22.5,0,58.85,58.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,588,Pakistan,Khyber Agency,0,14,56.31,2.68%,26.78,69.19,58.85,9.065,54.22,56.31,11.21%,1,0.878581173,644,0.121418827,89,4.00%,,4,52,FATA,42.97,15.21,1009,26.78,733,2015
76.77%,0.906614786,23.23%,0.009727626,0.083657588,24.61%,15.94%,16.64%,16.64%,,23,Cluster 1,48.82,65.33,73.23,73.23,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,466,Pakistan,Kurram Agency,26.18,14,36.24,2.68%,25.94,0,73.23,9.065,0,36.24,26.17%,1,0.829032258,514,0.170967742,106,4.00%,,5,43,FATA,71.72,38.44,1009,25.94,620,2015
91.15%,0.953535354,8.85%,0.002020202,0.044444444,15.26%,20.70%,15.44%,16.49%,,23,Cluster 1,41.67,45.63,58.85,58.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,472,Pakistan,Mohmand Agency,20,14,57.17,2.68%,18.75,57.24,58.85,9.065,72.47,57.17,32.11%,1,0.831932773,495,0.168067227,100,4.00%,,1,22,FATA,40.12,28.96,1009,18.75,595,2015
76.69%,0.839416058,23.31%,0.077858881,0.082725061,47.12%,12.15%,21.96%,11.94%,,23,Cluster 1,68.55,0.99,73.31,73.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,690,Pakistan,North Waziristan Agency,78.42,14,26.45,2.68%,55.57,0,73.31,9.065,0,26.45,6.82%,1,0.868004224,822,0.131995776,125,4.00%,,64,68,FATA,32.5,51.82,1009,55.57,947,2015
93.14%,0.937209302,6.86%,0.018604651,0.044186047,5.93%,18.61%,10.22%,19.43%,,23,Cluster 1,51.21,59.95,56.86,56.86,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,403,Pakistan,Orakzai Agency,13.83,14,59.68,2.68%,16.75,78.62,56.86,9.065,64.45,59.68,45.81%,1,0.866935484,430,0.133064516,66,4.00%,,8,19,FATA,38.79,31.7,1009,16.75,496,2015
77.32%,0.917460317,22.68%,0.015873016,0.066666667,32.41%,12.45%,16.60%,18.97%,,23,Cluster 1,37.31,50.19,72.68,72.68,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",FATA,Gender parity score,578,Pakistan,South Waziristan Agency,16.35,14,29.21,2.68%,26.15,0,72.68,9.065,0,29.21,19.57%,1,0.847913863,630,0.152086137,113,4.00%,,10,42,FATA,44.18,31.23,1009,26.15,743,2015
58.46%,0.65625,41.54%,0.03125,0.3125,17.95%,17.95%,17.09%,19.66%,,23,Cluster 1,27.69,26.15,91.54,91.54,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,42,Pakistan,Astor,13.85,14,75.86,2.68%,23.08,71.22,91.54,9.065,65.43,75.86,27.35%,1,0.547008547,64,0.452991453,53,4.00%,,2,20,GB,75.23,25.85,1009,38.46,117,2015
100.00%,0,0.00%,0.378640777,0.679611650,9.21%,17.57%,37.24%,14.23%,,23,Cluster 1,13.18,11.63,47.34,47.34,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,0,Pakistan,Diamir,43.41,14,58.36,2.68%,24.81,38.54,47.34,9.065,69.65,58.36,21.76%,1,0.861924686,206,0.138075314,33,4.00%,,78,140,GB,77.9,20.78,1009,10.85,239,2015
53.45%,0.805970149,46.55%,0,0.194029851,15.83%,15.11%,26.62%,21.58%,6400,23,Cluster 1,47.76,22.39,96.55,96.55,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,54,Pakistan,Ghanchi,38.81,14,68.79,2.68%,46.27,71.95,96.55,9.065,50.63,68.79,20.86%,1,0.482014388,67,0.517985612,72,4.00%,88366,0,13,GB,56.05,34.93,1009,19.4,139,2015
64.70%,0.728813559,35.30%,0,0.271186441,49.12%,4.39%,30.70%,14.04%,9635,23,Cluster 1,38.71,11.29,85.3,85.3,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,43,Pakistan,Ghizer,83.87,14,69.58,2.68%,79.03,76.26,85.3,9.065,55.73,69.58,1.75%,1,0.517543860,59,0.482456140,55,4.00%,120218,0,16,GB,61.02,52.9,1009,51.61,114,2015
54.73%,0.818181818,45.27%,0.012987013,0.168831169,52.11%,8.45%,16.90%,21.13%,3800,23,Cluster 2,80,17.33,95.27,95.27,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,63,Pakistan,Gilgit,56,14,74.88,2.68%,57.33,69.92,95.27,9.065,54.12,74.88,1.41%,1,0.542253521,77,0.457746479,65,4.00%,243324,1,13,GB,80.22,57.33,1009,76,142,2015
54.15%,0.926829268,45.85%,0,0.073170732,57.58%,4.04%,23.23%,12.12%,15700,23,Cluster 2,73.33,22.22,95.85,95.85,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,38,Pakistan,Hunza Nagar,66.67,14,77.33,2.68%,71.11,74.55,95.85,9.065,54.29,77.33,3.03%,1,0.414141414,41,0.585858586,58,4.00%,0,0,3,GB,84.64,63.56,1009,84.44,99,2015
63.30%,0.713780919,36.70%,0.017667845,0.268551237,22.12%,11.76%,21.88%,17.65%,15000,23,Cluster 1,67.16,19.4,86.7,86.7,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",GB,Gender parity score,202,Pakistan,Skardu,42.91,14,78.58,2.68%,36.94,72.6,86.7,9.065,57.46,78.58,26.59%,1,0.665882353,283,0.334117647,142,4.00%,214848,5,76,GB,97.56,38.88,1009,27.99,425,2015
54.90%,0.994764398,45.10%,0.005235602,0,88.49%,0.26%,11.00%,0.26%,906,23,Cluster 2,96.86,49.74,95.1,95.1,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",ICT,Gender parity score,190,Pakistan,Islamabad,92.67,14,83.96,2.68%,98.43,94.31,95.1,9.065,58.88,83.96,0.00%,1,0.488491049,191,0.511508951,200,4.00%,1829180,1,0,ICT,87.55,86.6,1009,95.29,391,2015
58.87%,0.632827950,41.13%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,1967,23,Cluster 1,58.75,43,91.13,91.13,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,960,Pakistan,Abbottabad,61.27,14,76.13,2.68%,31.76,92.43,91.13,9.065,37.57,76.13,14.58%,1,0.830777656,1517,0.169222344,309,4.00%,880666,269,288,KP,83.39,52.49,1009,67.66,1826,2015
64.02%,0.634894992,35.98%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,,23,Cluster 2,96.07,97.96,85.98,85.98,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,786,Pakistan,Bannu,98.74,14,67,2.68%,98.74,70.45,85.98,9.065,45.58,67,6.48%,1,0.826987308,1238,0.173012692,259,4.00%,,106,346,KP,66,96.26,1009,89.79,1497,2015
92.34%,0.479395604,7.66%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,1301,23,Cluster 1,42.34,53.52,57.66,57.66,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,349,Pakistan,Batagram,35.03,14,53.53,2.68%,10.76,75,57.66,9.065,52.4,53.53,29.25%,1,0.891064871,728,0.108935129,89,4.00%,307278,225,154,KP,29.04,40,1009,58.34,817,2015
78.10%,0.742301459,21.90%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,1865,23,Cluster 2,86.71,90.92,71.9,71.9,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,458,Pakistan,Buner,67.42,14,63.83,2.68%,56.89,81.43,71.9,9.065,36.87,63.83,4.35%,1,0.789002558,617,0.210997442,165,4.00%,506048,52,107,KP,65.14,77.05,1009,83.31,782,2015
62.42%,0.873126873,37.58%,0.026973027,0.099900100,68.49%,1.55%,21.36%,7.94%,996,23,Cluster 2,97.22,66.7,87.58,87.58,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,874,Pakistan,Charsadda,85.43,14,73.51,2.68%,67.79,77.96,87.58,9.065,55.47,73.51,0.65%,1,0.817810458,1001,0.182189542,223,4.00%,1022364,27,100,KP,73.04,82.44,1009,95.04,1224,2015
54.16%,0.426829268,45.84%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,14850,23,Cluster 2,61.49,95.03,95.84,95.84,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,280,Pakistan,Chitral,69.41,14,76.61,2.68%,33.85,83.14,95.84,9.065,31.97,76.61,10.87%,1,0.800976801,656,0.199023199,163,4.00%,318689,167,209,KP,95.51,65.19,1009,66.15,819,2015
64.53%,0.728375101,35.47%,0.091350040,0.180274859,43.89%,7.66%,24.13%,18.43%,7326,23,Cluster 2,76.71,89.75,85.47,85.47,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,901,Pakistan,Dera Ismail Khan,72.75,14,63.03,2.68%,56.37,58.78,85.47,9.065,41.56,63.03,5.89%,1,0.783407220,1237,0.216592780,342,4.00%,852995,113,223,KP,66.32,75.16,1009,80.2,1579,2015
83.23%,0.655487805,16.77%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,1597,23,Cluster 2,86.73,71.3,66.77,66.77,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,215,Pakistan,Hangu,64.81,14,58.46,2.68%,52.16,63.29,66.77,9.065,30.38,58.46,4.75%,1,0.82,328,0.18,72,4.00%,614529,33,80,KP,73.41,72.16,1009,85.8,400,2015
52.60%,0.675954592,47.40%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,1725,23,Cluster 2,71.87,87.16,97.4,97.4,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,655,Pakistan,Haripur,59.12,14,83.97,2.68%,55.35,97.33,97.4,9.065,54.9,83.97,11.58%,1,0.784615385,969,0.215384615,266,4.00%,692228,141,173,KP,86.24,69.87,1009,75.84,1235,2015
51.28%,0.871299871,48.72%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,3372,23,Cluster 2,73.73,92.46,98.72,98.72,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,677,Pakistan,Karak,43.3,14,75.23,2.68%,36.8,76.33,98.72,9.065,37.26,75.23,8.61%,1,0.814465409,777,0.185534591,177,4.00%,430796,40,60,KP,88.61,62.13,1009,64.37,954,2015
79.28%,0.897590361,20.72%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,2545,23,Cluster 2,99.69,86.52,70.72,70.72,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,596,Pakistan,Kohat,74.12,14,65.04,2.68%,72.28,75.24,70.72,9.065,39.66,65.04,0.00%,1,0.788598575,664,0.211401425,178,4.00%,562644,12,56,KP,74.53,86.06,1009,97.7,842,2015
97.39%,0.508975713,2.61%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,7492,23,Cluster 1,27.24,77.95,52.61,52.61,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,482,Pakistan,Kohistan,50.99,14,41.44,2.68%,4.43,44.88,52.61,9.065,42.88,41.44,37.89%,1,0.892554194,947,0.107445806,114,4.00%,472570,194,271,KP,25.4,37.23,1009,25.54,1061,2015
77.89%,0.667377399,22.11%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,3164,23,Cluster 2,80.27,90.93,72.11,72.11,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,626,Pakistan,Lakki Marwat,60.23,14,61.49,2.68%,70.04,61.55,72.11,9.065,37.82,61.49,5.79%,1,0.836007130,938,0.163992870,184,4.00%,490025,74,238,KP,74.47,75.95,1009,78.27,1122,2015
77.31%,0.704527403,22.69%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,1582,23,Cluster 2,78.58,84.25,72.69,72.69,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,887,Pakistan,Lower Dir,50.28,14,62.54,2.68%,67.71,76.38,72.69,9.065,25.01,62.54,8.59%,1,0.807051282,1259,0.192948718,301,4.00%,717649,135,237,KP,76.08,72.53,1009,81.85,1560,2015
51.76%,0.852575488,48.24%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,952,23,Cluster 2,84.3,95.77,98.24,98.24,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,480,Pakistan,Malakand,76.01,14,78.39,2.68%,85.01,81.88,98.24,9.065,41.08,78.39,3.69%,1,0.798581560,563,0.201418440,142,4.00%,452291,30,53,KP,92.38,85.36,1009,85.71,705,2015
55.93%,0.414959016,44.07%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,4579,23,Cluster 1,41.04,47.83,94.07,94.07,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,810,Pakistan,Mansehra,40.45,14,74.54,2.68%,24.95,85.06,94.07,9.065,63.28,74.54,21.70%,1,0.847222222,1952,0.152777778,352,4.00%,1152839,647,495,KP,55.77,39.79,1009,44.69,2304,2015
61.25%,0.878766643,38.75%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1632,23,Cluster 2,99.93,84.03,88.75,88.75,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,1254,Pakistan,Mardan,96.33,14,77.05,2.68%,78.37,78.62,88.75,9.065,58.62,77.05,0.11%,1,0.794543430,1427,0.205456570,369,4.00%,1460100,58,115,KP,82.21,89.92,1009,90.95,1796,2015
59.05%,0.866059818,40.95%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,1748,23,Cluster 2,94.26,83.03,90.95,90.95,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,666,Pakistan,Nowshera,75.46,14,77.05,2.68%,73.63,86.5,90.95,9.065,52.11,77.05,1.95%,1,0.787909836,769,0.212090164,207,4.00%,874373,27,76,KP,78.63,83.55,1009,91.38,976,2015
73.11%,0.881132075,26.89%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,1257,23,Cluster 2,95.59,85.12,76.89,76.89,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,934,Pakistan,Peshawar,80.61,14,68.53,2.68%,58.25,76.64,76.89,9.065,50.94,68.53,1.45%,1,0.765342960,1060,0.234657040,325,4.00%,2019118,30,96,KP,69.63,82.17,1009,91.27,1385,2015
81.13%,0.630182421,18.87%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,1586,23,Cluster 1,48.49,68.39,68.87,68.87,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,380,Pakistan,Shangla,32.94,14,54.97,2.68%,11.2,59.65,68.87,9.065,34.09,54.97,19.23%,1,0.834024896,603,0.165975104,120,4.00%,434563,66,157,KP,57.26,44.55,1009,61.71,723,2015
62.93%,0.812080537,37.07%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,1543,23,Cluster 2,92.4,93.17,87.07,87.07,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,847,Pakistan,Swabi,86.43,14,76.64,2.68%,84.5,85.39,87.07,9.065,51.52,76.64,0.99%,1,0.793759513,1043,0.206240487,271,4.00%,1026804,67,129,KP,82.56,90.14,1009,94.23,1314,2015
62.88%,0.643013899,37.12%,0.111923921,0.245062180,43.82%,8.36%,20.16%,15.55%,5337,23,Cluster 2,65.94,81.73,87.12,87.12,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,879,Pakistan,Swat,59.58,14,67.11,2.68%,52.85,79.3,87.12,9.065,38.01,67.11,12.11%,1,0.837622549,1367,0.162377451,265,4.00%,1257602,153,335,KP,63.99,66.97,1009,74.78,1632,2015
60.69%,0.805157593,39.31%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,1679,23,Cluster 2,90,84.44,89.31,89.31,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,281,Pakistan,Tank,58.33,14,56.7,2.68%,68.89,50.38,89.31,9.065,37.27,56.7,0.70%,1,0.813519814,349,0.186480186,80,4.00%,238216,11,57,KP,49.85,78,1009,88.33,429,2015
75.79%,0.616504854,24.21%,0.111650485,0.271844660,1.27%,20.34%,12.29%,22.46%,497,23,Cluster 1,41.31,56.34,74.21,74.21,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,127,Pakistan,Tor Ghar,20.66,14,64.55,2.68%,1.88,55.54,74.21,9.065,52.21,64.55,43.64%,1,0.872881356,206,0.127118644,30,4.00%,185000,23,56,KP,76.25,31.17,1009,35.68,236,2015
81.45%,0.690210657,18.55%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,3699,23,Cluster 2,69.34,75.84,68.55,68.55,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",KP,Gender parity score,557,Pakistan,Upper Dir,39.3,14,58.21,2.68%,24.28,69.32,68.55,9.065,35.54,58.21,13.44%,1,0.840625,807,0.159375,153,4.00%,575858,96,154,KP,59.42,57.37,1009,78.1,960,2015
52.02%,0.835680751,47.98%,0.042253521,0.122065728,95.96%,0.00%,4.04%,0.00%,6858,23,Cluster 2,93.65,90.13,97.98,97.98,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,712,Pakistan,Attock,86.84,14,81.8,2.68%,81.67,87.66,97.98,9.065,55.2,81.8,0.00%,1,0.662004662,852,0.337995338,435,4.00%,1274935,36,104,Punjab,86.36,89.4,1009,94.71,1287,2015
59.46%,0.713119216,40.54%,0.097441481,0.189439303,88.43%,0.00%,11.57%,0.00%,8878,23,Cluster 2,82.05,88.6,90.54,90.54,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,1310,Pakistan,Bahawalnagar,88.93,14,67.94,2.68%,64.43,73.52,90.54,9.065,56.98,67.94,0.00%,1,0.764461090,1837,0.235538910,566,4.00%,2061447,179,348,Punjab,50.72,82.53,1009,88.65,2403,2015
66.62%,0.752610966,33.38%,0.066579634,0.180809399,92.60%,0.00%,7.40%,0.00%,24830,23,Cluster 2,88.23,89.14,83.38,83.38,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,1153,Pakistan,Bahawalpur,96.29,14,61.49,2.68%,76.27,56.22,83.38,9.065,58.66,61.49,0.00%,1,0.776482514,1532,0.223517486,441,4.00%,2433091,102,277,Punjab,47.71,89.25,1009,96.29,1973,2015
78.52%,0.836714976,21.48%,0.024154589,0.139130435,89.96%,0.00%,10.04%,0.00%,8153,23,Cluster 2,84.13,82.03,71.48,71.48,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,866,Pakistan,Bhakkar,97.61,14,71.68,2.68%,67.5,81.12,71.48,9.065,75.25,71.68,0.00%,1,0.769516729,1035,0.230483271,310,4.00%,1051456,25,144,Punjab,58.85,84.55,1009,91.49,1345,2015
52.21%,0.900133156,47.79%,0.015978695,0.083888149,96.61%,0.00%,3.39%,0.00%,6524,23,Cluster 2,96.07,92.75,97.79,97.79,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,676,Pakistan,Chakwal,94.96,14,84.75,2.68%,82.68,96.23,97.79,9.065,56.31,84.75,0.00%,1,0.621688742,751,0.378311258,457,4.00%,1083725,12,63,Punjab,88.67,92.48,1009,95.95,1208,2015
83.71%,0.822097378,16.29%,0.052434457,0.125468165,96.10%,0.00%,3.90%,0.00%,0,23,Cluster 2,90.71,86.8,66.29,66.29,Year on Year Change,What are these scores? How they are Derived?,"1,009.0",Punjab,Gender parity score,439,Pakistan,Chiniot,99.26,14,66.28,2.68%,88.29,76.98,66.29,9.065,62.52,66.28,0.00%,1,0.770562771,534,0.229437229,159,4.00%,965124,28,67,Punjab,59.35,92.71,1009,98.51,693,2015
